StartX,StartY,EndX,EndY
94.750,3.000,94.750,16.000
94.250,3.000,94.250,16.000
93.750,3.000,93.750,16.000
93.250,3.000,93.250,16.000
92.750,3.000,92.750,16.000
92.250,3.000,92.250,16.000
91.750,3.000,91.750,16.000
91.250,3.000,91.250,16.000
90.750,3.000,90.750,16.000
90.250,3.000,90.250,16.000
89.750,3.000,89.750,16.000
89.250,3.000,89.250,16.000
88.750,3.000,88.750,16.000
88.250,3.000,88.250,16.000
87.750,3.000,87.750,16.000
87.250,3.000,87.250,16.000
86.750,3.000,86.750,16.000
86.250,3.000,86.250,16.000
85.750,3.000,85.750,16.000
85.250,3.000,85.250,16.000
84.750,3.000,84.750,16.000
84.250,3.000,84.250,16.000
83.750,3.000,83.750,16.000
83.250,3.000,83.250,16.000
82.750,3.000,82.750,16.000
82.250,3.000,82.250,16.000
81.750,3.000,81.750,16.000
81.250,3.000,81.250,16.000
80.750,3.000,80.750,16.000
80.250,3.000,80.250,16.000
79.750,3.000,79.750,16.000
79.250,3.000,79.250,16.000
78.750,3.000,78.750,16.000
78.250,3.000,78.250,16.000
77.750,3.000,77.750,16.000
77.250,3.000,77.250,16.000
76.750,3.000,76.750,16.000
76.250,3.000,76.250,16.000
75.750,3.000,75.750,16.000
75.250,3.000,75.250,16.000
74.750,3.000,74.750,16.000
74.250,3.000,74.250,16.000
73.750,3.000,73.750,16.000
73.250,3.000,73.250,16.000
72.750,3.000,72.750,16.000
72.250,3.000,72.250,16.000
71.750,3.000,71.750,16.000
71.250,3.000,71.250,16.000
70.750,3.000,70.750,16.000
70.250,3.000,70.250,16.000
69.750,3.000,69.750,16.000
69.250,3.000,69.250,16.000
68.750,3.000,68.750,16.000
68.250,3.000,68.250,16.000
67.750,3.000,67.750,16.000
67.250,3.000,67.250,16.000
66.750,3.000,66.750,16.000
66.250,3.000,66.250,16.000
65.750,3.000,65.750,16.000
65.250,3.000,65.250,16.000
64.750,3.000,64.750,16.000
64.250,3.000,64.250,16.000
63.750,3.000,63.750,16.000
63.250,3.000,63.250,16.000
62.750,3.000,62.750,16.000
62.250,3.000,62.250,16.000
61.750,3.000,61.750,16.000
61.250,3.000,61.250,16.000
60.750,3.000,60.750,16.000
60.250,3.000,60.250,16.000
59.750,3.000,59.750,16.000
59.250,3.000,59.250,16.000
58.750,3.000,58.750,16.000
58.250,3.000,58.250,16.000
57.750,3.000,57.750,16.000
57.250,3.000,57.250,16.000
56.750,3.000,56.750,16.000
56.250,3.000,56.250,16.000
55.750,3.000,55.750,16.000
55.250,3.000,55.250,16.000
54.750,3.000,54.750,16.000
54.250,3.000,54.250,16.000
111.000,3.266,111.268,2.998
111.000,3.973,111.980,2.993
111.000,4.680,112.701,2.979
111.000,5.387,113.427,2.960
111.000,6.094,114.162,2.933
111.000,6.802,114.904,2.897
111.000,7.509,115.652,2.856
111.000,8.216,116.410,2.806
111.000,8.923,117.176,2.746
111.000,9.630,117.950,2.680
111.000,10.337,118.732,2.605
111.000,11.044,119.526,2.518
111.000,11.751,120.328,2.424
111.000,12.458,121.138,2.321
111.000,13.165,121.962,2.204
111.000,13.873,122.796,2.077
111.000,14.580,123.640,1.940
111.000,15.287,124.495,1.792
111.000,15.994,125.365,1.629
111.696,16.005,126.249,1.452
112.394,16.014,127.145,1.263
113.085,16.030,128.055,1.060
113.770,16.053,128.981,0.841
114.450,16.079,129.923,0.606
115.123,16.114,130.885,0.351
115.791,16.153,131.866,0.078
116.454,16.197,132.651,0.000
117.110,16.248,133.358,0.000
117.763,16.302,134.065,0.000
118.408,16.364,134.772,0.000
119.050,16.429,135.479,0.000
119.686,16.500,136.186,0.000
120.318,16.575,136.893,0.000
120.946,16.655,137.601,0.000
121.567,16.740,138.308,0.000
122.186,16.828,139.015,0.000
122.798,16.924,139.722,0.000
123.409,17.020,140.429,0.000
124.012,17.124,141.136,0.000
124.613,17.230,141.843,0.000
125.208,17.342,142.550,0.000
125.801,17.457,143.257,0.000
126.388,17.576,143.964,0.000
126.972,17.699,144.672,0.000
127.553,17.826,145.379,0.000
128.128,17.957,146.086,0.000
128.701,18.091,146.793,0.000
129.269,18.231,147.500,0.000
129.835,18.372,148.207,0.000
130.395,18.519,148.914,0.000
130.954,18.667,149.621,0.000
131.507,18.821,150.328,0.000
132.059,18.977,151.036,0.000
132.743,19.000,151.743,0.000
133.450,19.000,152.450,0.000
134.157,19.000,153.157,0.000
134.864,19.000,153.864,0.000
135.571,19.000,154.571,0.000
136.278,19.000,155.278,0.000
136.985,19.000,155.985,0.000
137.692,19.000,156.692,0.000
138.399,19.000,157.399,0.000
139.107,19.000,158.107,0.000
139.814,19.000,158.814,0.000
140.521,19.000,159.521,0.000
141.228,19.000,160.228,0.000
141.935,19.000,160.935,0.000
142.642,19.000,161.642,0.000
143.349,19.000,162.349,0.000
144.056,19.000,163.056,0.000
144.763,19.000,163.763,0.000
145.471,19.000,164.471,0.000
146.178,19.000,165.000,0.178
146.885,19.000,165.000,0.885
147.592,19.000,165.000,1.592
148.299,19.000,165.000,2.299
149.006,19.000,165.000,3.006
149.713,19.000,165.000,3.713
150.420,19.000,165.000,4.420
151.127,19.000,165.000,5.127
151.835,19.000,165.000,5.835
152.542,19.000,165.000,6.542
153.249,19.000,165.000,7.249
153.956,19.000,165.000,7.956
154.663,19.000,165.000,8.663
155.370,19.000,165.000,9.370
156.077,19.000,165.000,10.077
156.784,19.000,165.000,10.784
157.491,19.000,165.000,11.491
158.198,19.000,165.000,12.198
158.906,19.000,165.000,12.906
159.613,19.000,165.000,13.613
160.320,19.000,165.000,14.320
161.027,19.000,165.000,15.027
161.734,19.000,165.000,15.734
162.441,19.000,165.000,16.441
163.148,19.000,165.000,17.148
163.855,19.000,165.000,17.855
164.562,19.000,165.000,18.562
